DceKey,DceType,SurveyDateTime,StreamName,SiteName,DceName,SiteDescription,SiteLength,SiteVisitNumber,BSLatitudeDD,BSLongitudeDD,BSPositionAccuracy,BSWettedWidth,Notes,ProgramID,PTAGISrkmCode,TSLatitudeDD,TSLongitudeDD,TSPositionAccuracy,TSWettedWidth,ProtocolName,SampledStatus,Gradient,WidthCategory,CreatedBy,CreatedDate,LastUpdatedBy,LastUpdatedDate,Crew,DataLoggerID,Equipment,TimeZone,LoggerAppVersion,SurveyType,GPSLogInterval,TrapLocation,RiverLocationDS,RiverLocationUS
3,Avian Nesting,2019-11-14 07:56:18,Salmon River,DeadwaterSlough_2019,DeadwaterSlough_2019-20191114-0755,,0.00,0,45.16747500,-113.87377500,3.27,0,,,,45.16747500,-113.87377500,3.27,0,QCI PIT Tag Protocol 2017,No Data,0.00,6,Chelsea Welke,2019-11-14 07:56:18,Chelsea Welke,2019-11-14 07:56:24,Chelsea Welke,01,Mobile Antenna,Pacific Standard Time,1.1.3.1,Mobile Fish Detection,1,Normal Flow,Right,Right
